uid,source,orig_id,artist,title,genre,lyrics_path
fma_126962,fma,126962,Mi Nave,Matt Damon,"[{'genre_id': '88', 'genre_title': 'New Wave', 'genre_url': 'http://freemusicarchive.org/genre/New_Wave/'}]",data/lyrics/fma_126962.txt
fma_126963,fma,126963,Mi Nave,Palmeras,"[{'genre_id': '88', 'genre_title': 'New Wave', 'genre_url': 'http://freemusicarchive.org/genre/New_Wave/'}]",data/lyrics/fma_126963.txt
fma_126964,fma,126964,Mi Nave,Crocante,"[{'genre_id': '88', 'genre_title': 'New Wave', 'genre_url': 'http://freemusicarchive.org/genre/New_Wave/'}]",data/lyrics/fma_126964.txt
fma_127285,fma,127285,Myndra,Oceans Now,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127285.txt
fma_127297,fma,127297,"Oh Yeah, the Future",The Pursuit of Unintentional Humor,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127297.txt
fma_127300,fma,127300,"Oh Yeah, the Future",Lackadaisical,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127300.txt
fma_127545,fma,127545,Droopies,Below,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127545.txt
fma_127546,fma,127546,Droopies,Danger Ahead,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127546.txt
fma_127547,fma,127547,Droopies,Good Side,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127547.txt
fma_127548,fma,127548,Droopies,Power of Suggestion,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127548.txt
fma_127549,fma,127549,Droopies,Even Better,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127549.txt
fma_127551,fma,127551,Droopies,One to Seven,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127551.txt
fma_127552,fma,127552,Droopies,What You Know,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127552.txt
fma_127553,fma,127553,Droopies,How Low Can You Go,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127553.txt
fma_127554,fma,127554,Droopies,Bad Form,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127554.txt
fma_127555,fma,127555,Droopies,Turn,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127555.txt
fma_127556,fma,127556,Droopies,Pressure,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127556.txt
fma_127557,fma,127557,Droopies,Outside,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127557.txt
fma_127558,fma,127558,Droopies,Half a Doubt,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127558.txt
fma_127559,fma,127559,Droopies,High Hopes,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_127559.txt
fma_127909,fma,127909,Gingerlys,Playgrounds,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127909.txt
fma_127911,fma,127911,Gingerlys,Elsewhere,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127911.txt
fma_127912,fma,127912,Gingerlys,Incandescent,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127912.txt
fma_127913,fma,127913,Gingerlys,See You Cry,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127913.txt
fma_127914,fma,127914,Gingerlys,Turtle Doves,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127914.txt
fma_127915,fma,127915,Gingerlys,Purple Sunshine,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_127915.txt
fma_129472,fma,129472,The Defibulators,Pay For That Money,"[{'genre_id': '9', 'genre_title': 'Country', 'genre_url': 'http://freemusicarchive.org/genre/Country/'}, {'genre_id': '137', 'genre_title': 'Americana', 'genre_url': 'http://freemusicarchive.org/genre/Americana/'}]",data/lyrics/fma_129472.txt
fma_129476,fma,129476,The Defibulators,Cackalacky,"[{'genre_id': '9', 'genre_title': 'Country', 'genre_url': 'http://freemusicarchive.org/genre/Country/'}, {'genre_id': '137', 'genre_title': 'Americana', 'genre_url': 'http://freemusicarchive.org/genre/Americana/'}]",data/lyrics/fma_129476.txt
fma_130218,fma,130218,OpVious,Changes,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/lyrics/fma_130218.txt
fma_130355,fma,130355,Richard Lloyd,Field Of Fire,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_130355.txt
fma_130663,fma,130663,Six Organs of Admittance,Words For Two,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/lyrics/fma_130663.txt
fma_130667,fma,130667,Six Organs of Admittance,Shelter From The Ash,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/lyrics/fma_130667.txt
fma_130854,fma,130854,Anna von Hausswolff,The Hope Only of Empty Men,"[{'genre_id': '26', 'genre_title': 'Post-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Post-Rock/'}]",data/lyrics/fma_130854.txt
fma_130855,fma,130855,Anna von Hausswolff,Evocation,"[{'genre_id': '26', 'genre_title': 'Post-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Post-Rock/'}]",data/lyrics/fma_130855.txt
fma_131458,fma,131458,SAVAK,They Are Bones,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_131458.txt
fma_131462,fma,131462,SAVAK,Sick Of War,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_131462.txt
fma_131650,fma,131650,The Flamin' Groovies,You Tore Me Down,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_131650.txt
fma_131652,fma,131652,The Flamin' Groovies,Please Please Girl,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_131652.txt
fma_131655,fma,131655,The Flamin' Groovies,Slow Death,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_131655.txt
fma_131656,fma,131656,The Flamin' Groovies,Shake Some Action,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_131656.txt
fma_131658,fma,131658,The Flamin' Groovies,Teenage Head,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_131658.txt
fma_132236,fma,132236,Dogs On Acid,Flushed,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_132236.txt
fma_133400,fma,133400,The Real Kids,All Kindsa Girls,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_133400.txt
fma_136091,fma,136091,Tacocat,I Hate The Weekend,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_136091.txt
fma_136093,fma,136093,Tacocat,The Internet,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_136093.txt
fma_136094,fma,136094,Tacocat,Talk,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_136094.txt
fma_137733,fma,137733,Rye Coalition,The Lipstick Game,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/lyrics/fma_137733.txt
fma_137734,fma,137734,Rye Coalition,The Higher The Hair The Closer To God,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/lyrics/fma_137734.txt
fma_137836,fma,137836,Long Beard,Hates The Party,"[{'genre_id': '359', 'genre_title': 'Shoegaze', 'genre_url': 'http://freemusicarchive.org/genre/Shoegaze/'}]",data/lyrics/fma_137836.txt
fma_137837,fma,137837,Long Beard,Summer/Fall,"[{'genre_id': '359', 'genre_title': 'Shoegaze', 'genre_url': 'http://freemusicarchive.org/genre/Shoegaze/'}]",data/lyrics/fma_137837.txt
fma_137840,fma,137840,Long Beard,Turkeys,"[{'genre_id': '359', 'genre_title': 'Shoegaze', 'genre_url': 'http://freemusicarchive.org/genre/Shoegaze/'}]",data/lyrics/fma_137840.txt
fma_137863,fma,137863,Beverly,Contact,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_137863.txt
fma_137864,fma,137864,Beverly,South Collins,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_137864.txt
fma_137865,fma,137865,Beverly,You Said It,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_137865.txt
fma_137866,fma,137866,Beverly,Crooked Cop,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_137866.txt
fma_138044,fma,138044,Taulard,Ville portuaire,"[{'genre_id': '64', 'genre_title': 'Electro-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Electro-punk/'}]",data/lyrics/fma_138044.txt
fma_138275,fma,138275,Death By Unga Bunga,Best Friends,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_138275.txt
fma_138276,fma,138276,Death By Unga Bunga,Tell Me Why,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_138276.txt
fma_138278,fma,138278,Death By Unga Bunga,Lady Fondue,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_138278.txt
fma_139108,fma,139108,Youth Code,Avengement,"[{'genre_id': '70', 'genre_title': 'Industrial', 'genre_url': 'http://freemusicarchive.org/genre/Industrial/'}]",data/lyrics/fma_139108.txt
fma_139109,fma,139109,Youth Code,The Dust Of Fallen Rome,"[{'genre_id': '70', 'genre_title': 'Industrial', 'genre_url': 'http://freemusicarchive.org/genre/Industrial/'}]",data/lyrics/fma_139109.txt
fma_139121,fma,139121,Shana Falana,Go,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/lyrics/fma_139121.txt
fma_139525,fma,139525,Heron Oblivion,Beneath Fields,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_139525.txt
fma_140583,fma,140583,Arc Iris,Swimming,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/lyrics/fma_140583.txt
fma_141842,fma,141842,French Vanilla,Carrie,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",data/lyrics/fma_141842.txt
fma_141843,fma,141843,French Vanilla,Thru The Earth,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",data/lyrics/fma_141843.txt
fma_141849,fma,141849,A Giant Dog,Creep,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_141849.txt
fma_141856,fma,141856,A Giant Dog,Photograph,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_141856.txt
fma_141857,fma,141857,A Giant Dog,Sleep When Dead,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_141857.txt
fma_142131,fma,142131,Brigid Mae Power,How You Feel,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/lyrics/fma_142131.txt
fma_142132,fma,142132,Brigid Mae Power,Sometimes,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/lyrics/fma_142132.txt
fma_142144,fma,142144,The Coathangers,Watch Your Back,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142144.txt
fma_142145,fma,142145,The Coathangers,Dumb Baby,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142145.txt
fma_142147,fma,142147,The Coathangers,Burn Me,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142147.txt
fma_142148,fma,142148,The Coathangers,Nosebleed Weekend,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142148.txt
fma_142149,fma,142149,The Coathangers,Down Down,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142149.txt
fma_142947,fma,142947,Mrs. Magician,Eyes All Over Town,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_142947.txt
fma_142948,fma,142948,Mrs. Magician,Forgiveness,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_142948.txt
fma_142967,fma,142967,The Muffs,Red Eyed Troll,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142967.txt
fma_142969,fma,142969,The Muffs,I Need A Face,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142969.txt
fma_142970,fma,142970,The Muffs,Just A Game,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_142970.txt
fma_143081,fma,143081,Leapling,Shakin,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_143081.txt
fma_143104,fma,143104,Pill,Medicine,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_143104.txt
fma_143131,fma,143131,Kaz Mirblouk,Panic,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_143131.txt
fma_143136,fma,143136,Kaz Mirblouk,Lauren,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_143136.txt
fma_144181,fma,144181,Pulso,Estalo os Dedos,"[{'genre_id': '100', 'genre_title': 'Alternative Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Alternative_Hip-Hop/'}, {'genre_id': '539', 'genre_title': 'Rap', 'genre_url': 'http://freemusicarchive.org/genre/rap/'}]",data/lyrics/fma_144181.txt
fma_145968,fma,145968,Baby Woodrose,Open Doors,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_145968.txt
fma_145982,fma,145982,Levitation Room,Cosmic Flower,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_145982.txt
fma_147947,fma,147947,Portrayal,Departures,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147947.txt
fma_147948,fma,147948,Portrayal,Never Adjusted,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147948.txt
fma_147949,fma,147949,Portrayal,On Wire,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147949.txt
fma_147950,fma,147950,Portrayal,Black Water,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147950.txt
fma_147952,fma,147952,Portrayal,Rooms,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147952.txt
fma_147953,fma,147953,Portrayal,Slow Wait,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147953.txt
fma_147955,fma,147955,Portrayal,You and Everyone,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147955.txt
fma_147956,fma,147956,Portrayal,Universal Libraries,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/lyrics/fma_147956.txt
fma_148080,fma,148080,Queen Elephantine,Quartz,"[{'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}, {'genre_id': '38', 'genre_title': 'Experimental', 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}, {'genre_id': '47', 'genre_title': 'Drone', 'genre_url': 'http://freemusicarchive.org/genre/Drone/'}]",data/lyrics/fma_148080.txt
